日本,佐藤栄作,1964/11/9,1972/7/7,自由民主党,https://upload.wikimedia.org/wikipedia/commons/4/4e/Eisaku_Sato_cropped_2_Eisaku_Sato_19641109.jpg
日本,池田勇人,1960/7/19,1964/11/9,自由民主党,https://upload.wikimedia.org/wikipedia/commons/6/6d/Hayato_Ikeda_19600719.jpg
日本,岸信介,1957/2/25,1960/7/19,自由民主党,https://upload.wikimedia.org/wikipedia/commons/b/b8/Nobusuke_Kishi.jpg
日本,石橋湛山,1956/12/23,1957/2/25,自由民主党,https://upload.wikimedia.org/wikipedia/commons/1/11/Tanzan_Ishibashi.jpg
日本,鳩山一郎,1954/12/10,1956/12/23,自由民主党,https://upload.wikimedia.org/wikipedia/commons/e/e1/52_HatoyamaI.jpg
日本,吉田茂,1948/10/15,1954/12/10,日本自由党,https://upload.wikimedia.org/wikipedia/commons/e/e9/Shigeru_Yoshida_suit.jpg
日本,芦田均,1948/3/10,1948/10/15,民主党,https://upload.wikimedia.org/wikipedia/commons/b/be/Hitoshi_Ashida.jpg
日本,片山哲,1947/5/24,1948/3/10,日本社会党,https://upload.wikimedia.org/wikipedia/commons/b/bd/%E7%89%87%E5%B1%B1%E5%93%B2.jpg
日本,吉田茂,1946/5/22,1947/5/24,日本自由党,https://upload.wikimedia.org/wikipedia/commons/e/e9/Shigeru_Yoshida_suit.jpg
日本,幣原喜重郎,1945/10/9,1946/5/22,無所属,https://upload.wikimedia.org/wikipedia/commons/4/41/Prime_Minister_Kij%C5%ABr%C5%8D_Shidehara.jpg
中華人民共和国,習近平,2012/11/15,2023/12/31,中国共産党,https://upload.wikimedia.org/wikipedia/commons/e/e5/%D0%A1%D0%B8_%D0%A6%D0%B7%D0%B8%D0%BD%D1%8C%D0%BF%D0%B8%D0%BD_%2852817938851%29.jpg
中華人民共和国,胡錦濤,2002/11/15,2012/11/15,中国共産党,https://upload.wikimedia.org/wikipedia/commons/5/59/Hu_Jintao_Cannes2011.jpg
中華人民共和国,江沢民,1989/11/9,2002/11/15,中国共産党,https://upload.wikimedia.org/wikipedia/commons/1/11/Jiang_Zemin_2002.jpg
中華人民共和国,鄧小平,1987/12/22,1989/11/9,中国共産党,https://upload.wikimedia.org/wikipedia/commons/1/16/Deng_Xiaoping_and_Jimmy_Carter_at_the_arrival_ceremony_for_the_Vice_Premier_of_China._-_NARA_-_183157-restored%28cropped%29.jpg
中華人民共和国,華国鋒,1976/10/7,1987/12/22,中国共産党,https://upload.wikimedia.org/wikipedia/commons/1/19/Portrait_of_Hua_Guofeng.jpg
中華人民共和国,毛沢東,1949/10/1,1976/9/9,中国共産党,https://upload.wikimedia.org/wikipedia/commons/0/0a/Mao_Zedong_in_1959_%28cropped%29.jpg
中華民国,蔡英文,2016/5/20,2023/12/31,民主進歩党,https://upload.wikimedia.org/wikipedia/commons/1/1b/%E8%94%A1%E8%8B%B1%E6%96%87%E5%AE%98%E6%96%B9%E5%85%83%E9%A6%96%E8%82%96%E5%83%8F%E7%85%A7.png
中華民国,馬英九,2008/5/20,2016/5/20,中国国民党,https://upload.wikimedia.org/wikipedia/commons/e/e4/%E4%B8%AD%E8%8F%AF%E6%B0%91%E5%9C%8B%E7%AC%AC12%E3%80%8113%E4%BB%BB%E7%B8%BD%E7%B5%B1%E9%A6%AC%E8%8B%B1%E4%B9%9D%E5%85%88%E7%94%9F%E5%AE%98%E6%96%B9%E8%82%96%E5%83%8F%E7%85%A7.jpg
中華民国,陳水扁,2000/5/20,2008/5/20,民主進歩党,https://upload.wikimedia.org/wikipedia/commons/9/9d/%E7%B8%BD%E7%B5%B1%E9%99%B3%E6%B0%B4%E6%89%81%E5%85%88%E7%94%9F%E7%8E%89%E7%85%A7_%28%E5%9C%8B%E6%B0%91%E5%A4%A7%E6%9C%83%E5%AF%A6%E9%8C%84%29.jpg
中華民国,李登輝,1988/1/13,2000/5/20,中国国民党,https://upload.wikimedia.org/wikipedia/commons/3/3a/%E7%B8%BD%E7%B5%B1%E6%9D%8E%E7%99%BB%E8%BC%9D%E5%85%88%E7%94%9F%E7%8E%89%E7%85%A7_%28%E5%9C%8B%E6%B0%91%E5%A4%A7%E6%9C%83%E5%AF%A6%E9%8C%84%29.jpg
中華民国,蒋経国,1978/5/20,1988/1/13,中国国民党,https://upload.wikimedia.org/wikipedia/commons/1/1f/%E7%AC%AC7%E4%BB%BB%E7%B8%BD%E7%B5%B1%E8%94%A3%E7%B6%93%E5%9C%8B%E5%85%88%E7%94%9F%E7%8E%89%E7%85%A7.jpg
中華民国,厳家淦,1975/4/6,1978/5/20,中国国民党,https://upload.wikimedia.org/wikipedia/commons/d/d5/President_Yen_Chia-kan.png
中華民国,蔣介石,1950/3/1,1975/4/6,中国国民党,https://upload.wikimedia.org/wikipedia/commons/2/27/%E8%94%A3%E4%B8%AD%E6%AD%A3%E7%B8%BD%E7%B5%B1%E7%8E%89%E7%85%A7.png
中華民国,閻錫山,1949/11/20,1950/3/1,中国国民党,https://upload.wikimedia.org/wikipedia/commons/0/0b/Yan_Xishan.jpg
中華民国,李宗仁,1949/1/21,1949/11/20,中国国民党,https://upload.wikimedia.org/wikipedia/commons/7/71/%E6%9D%8E%E5%AE%97%E4%BB%81%E6%88%8E%E8%A3%9D%E7%85%A7%28cropped%29.jpg
中華民国,蔣介石,1943/8/1,1949/1/21,中国国民党,https://upload.wikimedia.org/wikipedia/commons/2/27/%E8%94%A3%E4%B8%AD%E6%AD%A3%E7%B8%BD%E7%B5%B1%E7%8E%89%E7%85%A7.png
